/*
Gold Nucleus Charge Density vs Distance From Center

  Atomic Number = 79
  Atomic Mass   = 197
                                                       -15
The radial distance is in units of Fermis (1 Fermi = 10   m)
The charge density is in units of proton charges per cubic Fermi

cf Eisberg and Resnick, 1974, Quantum Physics of Atoms, Molecules,
Solids, Nuclei, and Particles, section 15-3.
*/
  0.00  0.0693
  0.10  0.0693
  0.20  0.0693
  0.30  0.0693
  0.40  0.0693
  0.50  0.0693
  0.60  0.0693
  0.70  0.0693
  0.80  0.0693
  0.90  0.0693
  1.00  0.0693
  1.10  0.0693
  1.20  0.0693
  1.30  0.0693
  1.40  0.0693
  1.50  0.0693
  1.60  0.0693
  1.70  0.0693
  1.80  0.0693
  1.90  0.0693
  2.00  0.0693
  2.10  0.0693
  2.20  0.0693
  2.30  0.0692
  2.40  0.0692
  2.50  0.0692
  2.60  0.0692
  2.70  0.0692
  2.80  0.0692
  2.90  0.0691
  3.00  0.0691
  3.10  0.0691
  3.20  0.0690
  3.30  0.0690
  3.40  0.0689
  3.50  0.0688
  3.60  0.0687
  3.70  0.0686
  3.80  0.0685
  3.90  0.0683
  4.00  0.0681
  4.10  0.0679
  4.20  0.0676
  4.30  0.0673
  4.40  0.0669
  4.50  0.0664
  4.60  0.0659
  4.70  0.0652
  4.80  0.0645
  4.90  0.0636
  5.00  0.0626
  5.10  0.0614
  5.20  0.0600
  5.30  0.0584
  5.40  0.0567
  5.50  0.0547
  5.60  0.0525
  5.70  0.0500
  5.80  0.0474
  5.90  0.0446
  6.00  0.0416
  6.10  0.0386
  6.20  0.0354
  6.30  0.0323
  6.40  0.0292
  6.50  0.0262
  6.60  0.0233
  6.70  0.0205
  6.80  0.0180
  6.90  0.0157
  7.00  0.0136
  7.10  0.0117
  7.20  0.0101
  7.30  0.0086
  7.40  0.0073
  7.50  0.0062
  7.60  0.0053
  7.70  0.0044
  7.80  0.0037
  7.90  0.0031
  8.00  0.0026
  8.10  0.0022
  8.20  0.0019
  8.30  0.0016
  8.40  0.0013
  8.50  0.0011
  8.60  0.0009
  8.70  0.0008
  8.80  0.0006
  8.90  0.0005
  9.00  0.0004
  9.10  0.0004
  9.20  0.0003
  9.30  0.0003
  9.40  0.0002
  9.50  0.0002
  9.60  0.0001
  9.70  0.0001
  9.80  0.0001
  9.90  0.0001
 10.00  0.0001
