/*
Carbon Nucleus Charge Density vs Distance From Center

  Atomic Number = 6
  Atomic Mass   = 12
                                                       -15
The radial distance is in units of Fermis (1 Fermi = 10   m)
The charge density is in units of proton charges per cubic Fermi

cf Eisberg and Resnick, 1974, Quantum Physics of Atoms, Molecules,
Solids, Nuclei, and Particles, section 15-3.
*/
  0.00  0.0820
  0.06  0.0819
  0.12  0.0818
  0.18  0.0817
  0.24  0.0815
  0.30  0.0814
  0.36  0.0812
  0.42  0.0810
  0.48  0.0808
  0.54  0.0805
  0.60  0.0802
  0.66  0.0799
  0.72  0.0796
  0.78  0.0792
  0.84  0.0788
  0.90  0.0783
  0.96  0.0778
  1.02  0.0773
  1.08  0.0766
  1.14  0.0760
  1.20  0.0752
  1.26  0.0744
  1.32  0.0736
  1.38  0.0726
  1.44  0.0716
  1.50  0.0705
  1.56  0.0693
  1.62  0.0680
  1.68  0.0666
  1.74  0.0651
  1.80  0.0635
  1.86  0.0618
  1.92  0.0601
  1.98  0.0582
  2.04  0.0563
  2.10  0.0543
  2.16  0.0522
  2.22  0.0500
  2.28  0.0478
  2.34  0.0456
  2.40  0.0434
  2.46  0.0411
  2.52  0.0388
  2.58  0.0366
  2.64  0.0344
  2.70  0.0322
  2.76  0.0301
  2.82  0.0280
  2.88  0.0260
  2.94  0.0241
  3.00  0.0223
  3.06  0.0206
  3.12  0.0189
  3.18  0.0174
  3.24  0.0159
  3.30  0.0146
  3.36  0.0133
  3.42  0.0121
  3.48  0.0110
  3.54  0.0100
  3.60  0.0091
  3.66  0.0083
  3.72  0.0075
  3.78  0.0068
  3.84  0.0061
  3.90  0.0055
  3.96  0.0050
  4.02  0.0045
  4.08  0.0041
  4.14  0.0037
  4.20  0.0033
  4.26  0.0030
  4.32  0.0027
  4.38  0.0024
  4.44  0.0022
  4.50  0.0019
  4.56  0.0018
  4.62  0.0016
  4.68  0.0014
  4.74  0.0013
  4.80  0.0011
  4.86  0.0010
  4.92  0.0009
  4.98  0.0008
  5.04  0.0007
  5.10  0.0007
  5.16  0.0006
  5.22  0.0005
  5.28  0.0005
  5.34  0.0004
  5.40  0.0004
  5.46  0.0003
  5.52  0.0003
  5.58  0.0003
  5.64  0.0003
  5.70  0.0002
  5.76  0.0002
  5.82  0.0002
  5.88  0.0002
  5.94  0.0001
  6.00  0.0001
